Timestamp,pH,TDS
2025-04-16T17:03:07.823544,4.62,0.00
2025-04-16T17:03:09.430294,4.62,0.00
2025-04-16T17:03:11.025965,4.62,0.00
2025-04-16T17:03:12.636580,4.62,0.00
