Timestamp,pH,TDS
2025-04-16T17:39:02.838841,4.54,333.82
2025-04-16T17:39:04.431821,4.55,334.12
2025-04-16T17:39:06.040631,4.57,334.17
2025-04-16T17:39:07.648779,4.54,334.23
2025-04-16T17:39:09.257255,4.57,334.06
2025-04-16T17:39:10.852937,4.52,334.00
2025-04-16T17:39:12.450730,4.54,334.23
2025-04-16T17:39:14.060207,4.54,334.35
2025-04-16T17:39:15.659143,4.54,334.35
2025-04-16T17:39:17.266771,4.55,334.06
