Timestamp,pH,TDS
2025-04-16T17:43:06.715520,4.57,332.59
2025-04-16T17:43:08.314792,4.55,333.35
2025-04-16T17:43:09.917617,4.57,333.11
2025-04-16T17:43:11.532583,4.57,332.94
2025-04-16T17:43:13.121243,4.57,333.29
2025-04-16T17:43:14.730476,4.54,333.35
2025-04-16T17:43:16.336752,4.54,333.17
2025-04-16T17:43:17.934765,4.54,333.59
2025-04-16T17:43:19.546057,4.54,333.64
2025-04-16T17:43:21.149165,4.55,333.53
