Timestamp,pH,TDS
2025-04-16T16:23:21.154842,4.43,0.00
2025-04-16T16:23:22.760570,4.40,0.00
2025-04-16T16:23:24.368834,4.40,0.00
2025-04-16T16:23:25.962818,4.40,0.00
2025-04-16T16:23:27.574945,4.42,0.00
2025-04-16T16:23:29.176029,4.40,0.00
2025-04-16T16:23:30.772200,4.38,0.00
