Timestamp,pH,TDS
2025-04-16T17:37:19.096077,4.55,327.07
2025-04-16T17:37:20.705744,4.54,327.60
2025-04-16T17:37:22.303708,4.54,327.24
2025-04-16T17:37:23.908906,4.57,327.36
2025-04-16T17:37:25.509646,4.54,329.88
2025-04-16T17:37:27.113585,4.55,330.88
2025-04-16T17:37:28.720421,4.59,331.35
2025-04-16T17:37:30.323518,4.55,331.17
2025-04-16T17:37:31.917048,4.55,331.17
2025-04-16T17:37:33.520780,4.57,329.88
